,Page,Texte
26,21,"21
triomphe remporte jusque-la sur les sens.  Mais il faut
aller plus loin, et declarer aussi la guerre au   besoin
atomique  qui survit encore de la facon la plus dangereuse,
sur des domaines ou personne ne le soupconne, au meme
titre que ce fameux besoin metaphysique, et ce sera une
guerre au couteau et sans merci. Il faudrait aussi, avant
toute autre chose, donner le coup de grace a cet autre
atomisme, plus nefaste encore, l’atomisme des ames que le
christianisme a le mieux et le plus longtemps enseigne.
Qu’il me soit permis de designer par ce mot la croyance qui
considere l’ame comme quelque chose d’indestructible,
d’eternel, d’indivisible, comme une monade, comme un
atome. C’est cette croyance qu’il faut expulser de la
science  ! Il n’est d’ailleurs nullement necessaire, soit dit
entre nous, de se debarrasser de l’ ame  elle-meme et de
renoncer a l’une des hypotheses les plus anciennes et les
plus venerables, comme il arrive de le faire a la maladresse
des naturalistes qui, des qu’ils touchent a l’  ame  , la
perdent aussitot. Mais la vie reste ouverte a de nouvelles
conceptions plus subtiles de l’ame, consideree comme une
hypothese, et des idees comme celle de l’ ame mortelle ,
de l’ ame, pluralite de sujets , de l’ ame, coordinatrice
des instincts et des passions  , veulent dorenavant avoir
droit de cite dans la science. Cependant, le psychologue
nouveau, en mettant fin a la superstition qui pullulait
jusqu’a present autour de la notion de l’ame, avec une
abondance presque tropicale, s’est, en quelque sorte, rejete
lui-meme dans un nouveau desert et une nouvelle mefiance."
27,21,"Mais la vie reste ouverte a de nouvelles
conceptions plus subtiles de l’ame, consideree comme une
hypothese, et des idees comme celle de l’ ame mortelle ,
de l’ ame, pluralite de sujets , de l’ ame, coordinatrice
des instincts et des passions  , veulent dorenavant avoir
droit de cite dans la science. Cependant, le psychologue
nouveau, en mettant fin a la superstition qui pullulait
jusqu’a present autour de la notion de l’ame, avec une
abondance presque tropicale, s’est, en quelque sorte, rejete
lui-meme dans un nouveau desert et une nouvelle mefiance.
Il se peut que les psychologues anciens s’en soient tires plus"
28,22,"22
agreablement. 
Mais, 
en 
fin 
de 
compte, 
le 
nouveau
psychologue se voit condamne par la a inventer  et, qui
sait, peut-etre aussi a decouvrir. 
13.
Les 
physiologistes 
devraient 
hesiter 
a 
considerer
l’instinct de conservation comme instinct fondamental de
tout etre organise. Avant tout, c’est quelque chose de vivant
qui veut epancher sa force. La vie elle-meme est volonte de
puissance. La conservation de soi n’en est qu’une des
consequences indirectes les plus frequentes.  Bref, ici
comme ailleurs, gardez-vous des principes teleologiques
superflus, tels que l’instinct de conservation ( l’effort de
perseverer dans l’etre que l’on doit a l’inconsequence de
Spinoza ). Car c’est ainsi que l’exige la methode qui doit
etre avant tout econome dans ses principes.
14.
Il y a peut-etre cinq ou six cerveaux qui commencent a se
douter que la physique elle aussi est seulement un
instrument pour interpreter et accommoder le monde (c’est
notre avis, soit dit avec votre permission), et non point une
explication de l’univers  : mais, dans la mesure ou la
physique s’appuie sur la croyance aux sens, elle vaut
davantage 
et 
passera 
longtemps 
encore 
pour 
valoir
davantage et pour servir d’explication. Elle a pour elle les
yeux et les doigts, c’est-a-dire la vue et le toucher. Sur une
epoque aux gouts foncierement plebeiens, ceci est d’un
effet magique ; rien de tel pour convaincre et persuader !
Car c’est obeir instinctivement au canon de verite du"
29,23,"23
sensualisme eternellement populaire. Qu’est-ce qui est
clair ? qu’est-ce qui  explique  ?  Ce que l’on peut voir
et toucher. Tout probleme doit etre mene jusque-la. Or, le
charme 
de 
la 
pensee 
platonicienne 
s’alimentait, 
au
contraire, dans la repugnance contre tout ce qui tombait
sous le sens, et c’etait la une facon de penser noble, peut-
etre parmi des hommes qui jouissaient de sens plus
vigoureux et plus exigeants que ceux de nos contemporains,
mais qui savaient gouter un triomphe superieur lorsqu’ils
demeuraient maitres de leurs sens. Ils y reussissaient au
moyen d’un reseau d’idees pales et froides qu’ils jetaient
sur le tourbillon bariole des sens  la tourbe des sens,
comme disait Platon. Il y avait dans cet assujettissement du
monde, dans cette interpretation a la maniere de Platon une
jouissance bien differente de celle que nous offrent les
physiciens d’aujourd’hui, ainsi que les darwinistes et les
antifinalistes parmi nos ouvriers physiologistes, avec leur
principe de la  force minima  et de la  betise maxima .
 Partout ou l’homme n’a rien a voir ni a toucher, il n’a rien
a chercher.   C’est la, certes, un autre imperatif que
l’imperatif platonicien, mais qui pourra bien etre l’imperatif
veritable pour une race rude et laborieuse de constructeurs
de machines et de ponts qui, dans l’avenir, n’auront a faire
que du travail grossier.
15.
Pour 
s’occuper 
de 
physiologie 
avec 
une 
bonne
conscience, il faut tenir a ce que les organes des sens ne
soient pas consideres comme des phenomenes au sens de la"
30,24,"24
philosophie idealiste. Autrement, ils ne pourraient etre des
causes. Le sensualisme serait du moins considere comme
hypothese regulatrice, pour ne pas dire comme principe
heuristique. Comment ? Et d’autres pretendent meme que le
monde exterieur est l’uvre de nos organes  ? Mais alors
notre corps, qui fait partie du monde exterieur, serait
l’uvre de nos organes  ? Par consequent, nos organes
seraient eux-memes l’uvre de nos organes ! C’est la, a ce
qu’il me semble, une profonde reduction a l’absurde, en
admettant que la conception causa sui soit quelque chose de
foncierement absurde. Il resulterait de cela que le monde
exterieur n’est pas l’uvre de nos organes  ?
16.
Il y a encore des observateurs assez naifs pour croire
qu’il existe des  certitudes immediates , par exemple  je
pense , ou, comme ce fut la superstition de Schopenhauer,
  je veux  . Comme si la connaissance parvenait a saisir
son objet purement et simplement, sous forme de  chose en
soi , comme s’il n’y avait alteration ni du cote du sujet, ni
du cote de l’objet. Mais je repeterai cent fois que la
  certitude immediate  , de meme que la   connaissance
absolue , la  chose en soi  renferment une contradictio
in adjecto : il faudrait enfin echapper a la magie fallacieuse
des mots. C’est affaire du peuple de croire que la
connaissance est le fait de connaitre une chose jusqu’au
bout. Le philosophe cependant doit se dire  :   Si je
decompose le processus logique exprime dans la phrase  je
pense , j’obtiens une serie d’affirmations hasardeuses dont"
31,25,"25
le fondement est difficile, peut-etre impossible a etablir, 
par exemple, que c’est moi qui pense, qu’il doit y avoir, en
general, quelque chose qui pense, que   penser   est
l’activite et l’effet d’un etre, considere comme cause, qu’il
existe un  moi , enfin qu’il a deja ete etabli ce qu’il faut
entendre par penser  c’est-a-dire que je sais ce que penser
veut dire. Car si, a part moi, je n’etais pas deja fixe a ce
sujet, sur quoi devrais-je me regler pour savoir si ce qui
arrive n’equivaudrait pas a   vouloir   ou a   sentir    ?
Bref, ce  je pense  laisse prevoir que je compare mon etat
momentane a d’autres etats que je connais en moi, pour
etablir de la sorte ce qu’il est. A cause de ce retour a un
  savoir   d’origine differente, mon etat ne me procure
certainement pas une  certitude immediate .  En lieu et
place de cette   certitude immediate  , a quoi le peuple
croira peut-etre dans le cas donne, le philosophe s’empare
ainsi d’une serie de questions de metaphysique, veritables
problemes de conscience, tels que ceux-ci :  D’ou est-ce
que je tire le concept penser ? Pourquoi est-ce que je crois a
la cause et a l’effet ? Qu’est-ce qui me donne le droit de
parler d’un moi, et encore d’un moi comme cause, et enfin
d’un moi comme cause intellectuelle ?"
32,25,"A cause de ce retour a un
  savoir   d’origine differente, mon etat ne me procure
certainement pas une  certitude immediate .  En lieu et
place de cette   certitude immediate  , a quoi le peuple
croira peut-etre dans le cas donne, le philosophe s’empare
ainsi d’une serie de questions de metaphysique, veritables
problemes de conscience, tels que ceux-ci :  D’ou est-ce
que je tire le concept penser ? Pourquoi est-ce que je crois a
la cause et a l’effet ? Qu’est-ce qui me donne le droit de
parler d’un moi, et encore d’un moi comme cause, et enfin
d’un moi comme cause intellectuelle ?  Celui qui, appuye
sur une sorte d’intuition de la connaissance, s’aventure a
repondre immediatement a cette question de metaphysique,
comme fait celui qui dit  :   je pense et sais que cela du
moins est vrai, reel, certain    celui-la provoquera
aujourd’hui 
chez 
le 
philosophe 
un 
sourire 
et 
deux
questions :  Monsieur, lui dira peut-etre le philosophe, il
parait invraisemblable que vous puissiez ne pas vous"
33,26,"26
tromper, mais pourquoi voulez-vous la verite a tout prix ? 

17.
Pour ce qui en est de la superstition des logiciens, je veux
souligner encore, sans me laisser decourager, un petit fait
que ces esprits superstitieux n’avouent qu’a contre-cur.
C’est, a savoir, qu’une pensee ne vient que quand elle veut,
et non pas lorsque c’est moi qui veux ; de sorte que c’est
une alteration des faits de pretendre que le sujet moi est la
condition de l’attribut  je pense . Quelque chose pense,
mais croire que ce quelque chose est l’antique et fameux
moi, c’est une pure supposition, une affirmation peut-etre,
mais ce n’est certainement pas une  certitude immediate .
En fin de compte, c’est deja trop s’avancer que de dire
 quelque chose pense , car voila deja l’interpretation d’un
phenomene au lieu du phenomene lui-meme. On conclut
ici, selon les habitudes grammaticales  :   Penser est une
activite, il faut quelqu’un qui agisse, par consequent...  Le
vieil atomisme s’appuyait a peu pres sur le meme dispositif,
pour joindre, a la force qui agit, cette parcelle de matiere ou
reside la force, ou celle-ci a son point de depart : l’atome.
Les esprits plus rigoureux finirent par se tirer d’affaire sans
ce  reste terrestre , et peut-etre s’habituera-t-on un jour,
meme parmi les logiciens, a se passer completement de ce
petit   quelque chose   (a quoi s’est reduit finalement le
venerable moi).
18."
34,27,"27
Ce n’est, certes, pas le moindre charme d’une theorie que
d’etre refutable. Par la, elle attire precisement les cerveaux
plus sensibles. Je crois que la theorie cent fois refutee du
 libre arbitre  ne doit plus sa duree qu’a cet attrait. Il se
trouve sans cesse quelqu’un qui se sent assez fort pour cette
refutation.
19.
Les philosophes ont continue de parler de la volonte
comme si c’etait la chose la plus connue du monde.
Schopenhauer nous donna meme a entendre que la volonte
est la seule chose qui nous soit connue, parfaitement
connue, sans deduction ni adjonction. Mais il me semble
toujours que Schopenhauer n’a fait dans ce cas que ce que
les philosophes ont coutume de faire : il s’est empare d’un
prejuge 
populaire 
qu’il 
s’est 
contente 
d’exagerer.
 Vouloir  me semble etre, avant tout, quelque chose de
complique, quelque chose qui ne possede d’unite qu’en tant
que mot,  et c’est precisement dans un mot unique que
reside le prejuge populaire qui s’est rendu maitre de la
circonspection toujours tres faible des philosophes. Soyons
donc circonspects, soyons  non-philosophes , disons que
dans tout vouloir il y a, avant tout, une multiplicite de
sensations qu’il faut decomposer : la sensation du point de
depart de la volonte, la sensation de l’aboutissant, la
sensation du  va-et-vient  entre ces deux etats ; et ensuite
une sensation musculaire concomitante qui, sans que nous
mettions en mouvement  bras et jambes , entre en jeu des
que nous  voulons . De meme donc que des sensations de"
35,28,"28
diverses sortes sont reconnaissables, comme ingredients
dans la volonte, de meme il y entre, en deuxieme lieu, un
ingredient nouveau, la reflexion. Dans chaque acte de la
volonte il y a une pensee directrice. Et il faut bien se garder
de croire que l’on peut separer cette pensee du  vouloir ,
comme s’il restait encore, apres cela, de la volonte  ! En
troisieme lieu, la volonte n’est pas seulement un complexus
de sensations et de pensees, mais encore un penchant, un
penchant au commandement. Ce que l’on appelle   libre
arbitre  est essentiellement la conscience de la superiorite
vis-a-vis de celui qui doit obeir.   Je suis libre, il doit
obeir   ce sentiment est cache dans toute manifestation
de la volonte, de meme cette tension de l’esprit, ce regard
direct qui fixe exclusivement un objet, l’evaluation absolue
de la necessite de faire telle chose   et non point telle
autre  , 
la 
certitude 
intime 
qu’il 
sera 
obei 
au
commandement, quels que soient les sentiments propres a
celui qui commande. Un homme qui veut ordonne quelque
chose a son etre intime, lequel obeit, ou est du moins
imagine obeissant. Or, remarquez ce qu’il y a de plus
singulier dans cette volonte  cette chose si compliquee
que le peuple ne sait exprimer que par un seul mot."
